,name,desc,class,link
10,Solid Cotton Blend Regular Fit Men's Work Wear Shirt,RIAG - BY RISHABH AGARWAL are the Mens Wear Manufacturer brand Based In Gurgaon. From Casual and formal shirts to kurta and kurta sets and nehru jackets you can get it all under one brand. Feel The Richness Of  and Comfort.. Feel Free to Connect With Us on 9910015110, Shirts  Knit  India  Cotton Blend Collar Spread Collar  Full   Regular  Solid  Single  Work Wear,https://www.shoppersstop.com/riag-solid-cotton-blend-regular-fit-men-s-work-wear-shirt/p-S23RIFSHGREY/colorChange/S23RIFSHGREY_GREY?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
11,Solid Dobby Regular Fit Mens Shorts,., India Category Shorts  Regular  Single  Dobby  Solid  Regular Stretch Non-Stretch  Sports,https://www.shoppersstop.com/altlife-solid-dobby-regular-fit-men-s-shorts/p-S21183EPPSH312B/colorChange/S21183EPPSH312B_BLACK?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
12,Solid Polyester Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Polo  Solid  Polyester Cotton  Single  Casual Wear Collar Regular Collar  T-Shirts,https://www.shoppersstop.com/pepe-solid-polyester-cotton-regular-fit-men-s-t-shirt/p-A22QUANTRASSIPB/colorChange/A22QUANTRASSIPB_BLUE?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
13,Stripes Cotton Slim Fit Men's Shirt,"The exclusive full-sleeved and regular-collar shirt with the striped pattern from Fratini is simple yet elegant casual wear. It is made of the finest quality cotton, and can be coordinated or dressed up to suit your taste.", Woven  Shirts  India  Cotton Collar Regular Collar  Full   Slim  Stripes  Single  Casual Wear  Knee length Neckline Collared,https://www.shoppersstop.com/fratini-stripes-cotton-slim-fit-men-s-shirt/p-A22SHOXSTPSTR/colorChange/A22SHOXSTPSTR_PEACH?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
14,Cotton Jogger Fit Men's Jeans,., India  Slim  Cotton  Full   Single  Casual Wear  Solid  Mens,https://www.shoppersstop.com/life-cotton-jogger-fit-men-s-jeans/p-A21509DJOG/colorChange/A21509DJOG_INDIGO?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
15,Mid Wash Cotton Blend Relaxed Fit Men's Jeans,Enjoy the long-lasting comfort and style of these Life jeans. Style yours with a quality shirt and a light jacket when you're gearing up to explore the great outdoors., India Wash Mid Wash Waist Rise Mid Rise  Relaxed  Cotton Blend Closure Type Button  Regular  Casual Wear  Solid  Jeans,https://www.shoppersstop.com/life-mid-wash-cotton-blend-relaxed-fit-men-s-jeans/p-AW22MICHAEL/colorChange/AW22MICHAEL_TINT?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
16,Stripes Cotton Blend Regular Fit Men's T-Shirt,Look fresh and charming in this super cool white stripes cotton blend t-shirt by Stop. The multicolor stripes ensure its versatility. It can be your go-to attire for almost any casual occasion. Enhance your style quotient by pairing it up with white jeans and white sneakers., India  Half   Regular  Stripes  Cotton Blend  Full  Collar Regular Collar  Mens,https://www.shoppersstop.com/stop-stripes-cotton-blend-regular-fit-men-s-t-shirt/p-S22STSTRPL109/colorChange/S22STSTRPL109_WHITE?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
17,Graphic Cotton Regular Fit Men's T-Shirt,Bring comfort to your outgoing attire with this graphic printed cotton tee., India  Half   Regular Neckline Polo  Graphic  Cotton  Single  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/u-s-polo-assn-denim-graphic-cotton-regular-fit-men-s-t-shirt/p-S23UDTSH1215WHI/colorChange/S23UDTSH1215WHI_WHITE?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
18,Printed Cotton Slim Fit Men's Shirt,"If you want to buy men’s casual shirts online, the trendy Printed Cotton Slim  Men's Shirt is sure to be your preferred choice. Featuring a printed pattern, this men’s shirt is designed with a well-cut slim collar and full sleeves. Made from cotton material, this men’s shirt features a snug slim fit. Put together a breezy, laidback look by pairing this shirt with shorts, loafers, and a jaunty hat.", India  100% Cotton Collar Regular Collar Category Shirt  Full   Regular  Printed  Pack of 1  Casual Wear,https://www.shoppersstop.com/life-printed-cotton-slim-fit-men-s-shirt/p-S21509E2PRFS/colorChange/S21509E2PRFS_BLUE?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
19,Solid Cotton Regular Fit Men's Joggers,Infuse's stylish pair of solid cotton regular-fit men's joggers is perfect for your ideal casual look! These fashionable joggers scream maximum comfort. You can't go wrong with these incredibly stylish joggers., Knit  India  Joggers  Casual Wear  Cotton  Regular  Solid Waist Rise Mid Rise  Regular  Single Closure Type Elastic and Drawstring,https://www.shoppersstop.com/infuse-solid-cotton-regular-fit-men-s-joggers/p-INFJO12/colorChange/INFJO12_ECRU?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
20,Structured Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Henley  Structured  Cotton  Pack of 1  Casual Wear ,https://www.shoppersstop.com/fratini-structured-cotton-regular-fit-men-s-t-shirt/p-S21831SUPHN24OL/colorChange/S21831SUPHN24OL_OLIVE?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
21,Striped Cotton Blend Regular Fit Men's T-Shirt,"Flaunt your unique sense of style as you opt for this stylish Striped Cotton Blend Regular  Men's T-Shirt. If you are looking to buy mustard men’s t-shirt online, pick this striped pattern t-shirt that features a polo neck and short sleeves. Crafted from breathable cotton blend material, this men’s t-shirt features a comfy regular fit. Match this men’s t-shirt with a pair of shorts and classy sneakers.", India  Regular Neckline Polo  Stripes  Cotton Blend  Pack of 1  Casual Wear Collar NA ,https://www.shoppersstop.com/life-striped-cotton-blend-regular-fit-men-s-t-shirt/p-S21509IPOLSTM/colorChange/S21509IPOLSTM_MUSTARD?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
22,Printed Cotton Comfort Fit Men's Casual Shirt,., India  100% Cotton  Half   Pack of 1,https://www.shoppersstop.com/infuse-printed-cotton-comfort-fit-men-s-casual-shirt/p-A21INFUSE32/colorChange/A21INFUSE32_PINK?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
23,Solid Cotton Blend Regular Fit Men's Shorts,., India  Knee length  Pack of 1  Cotton Blend  Solid  Regular,https://www.shoppersstop.com/fratini-solid-cotton-blend-regular-fit-men-s-shorts/p-S21831KNTST11IB/colorChange/S21831KNTST11IB_INK_BLUE?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
24,Camouflage Cotton Stretch Slim Fit Men's Joggers,"Olive, camo print, cotton stretch slim fit joggers by Life. These joggers are a must-have in your closet. They have industrial pockets on both sides along with the usual pockets. It has a thick waistband with a drawstring closure for a better fit. The pants pair well with earthy tones and white hues.", Woven Wash Mid Wash  India  Cotton Stretch  Camouflage Waist Rise Mid Rise  Slim Closure Type Elastic and Drawstring  Ankle   Single  Casual Wear  Joggers,https://www.shoppersstop.com/life-camouflage-cotton-stretch-slim-fit-men-s-joggers/p-S23CAMOCARG1OL/colorChange/S23CAMOCARG1OL_OLIVE?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D1&totalResultVal=24551&searchPageType=category
25,Solid Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Polo  Solid  Cotton  Single  Casual Wear Collar Regular  T-Shirts,https://www.shoppersstop.com/allen-solly-solid-cotton-regular-fit-men-s-t-shirt/p-S23KPORGF006589/colorChange/S23KPORGF006589_GREY?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
26,Mid Wash Cotton Blend Tapered Fit Men's Jeans,Say goodbye to your old pair of jeans and get a mid-wash cotton blend tapered fit mens jeans from Life. It goes well with light-coloured t-shirts and shirts., India Wash Mid Wash Waist Rise Mid Rise  Tapered  Cotton Blend Closure Type Button  Regular  Casual Wear  Solid  Jeans,https://www.shoppersstop.com/life-mid-wash-cotton-blend-tapered-fit-men-s-jeans/p-AW22MOTOBLACK/colorChange/AW22MOTOBLACK_CHARCOAL?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
27,Printed Rayon Comfort Fit Men's Casual Shirt,., India  100% Rayon  Half   Pack of 1,https://www.shoppersstop.com/infuse-printed-rayon-comfort-fit-men-s-casual-shirt/p-A21INFUSE07/colorChange/A21INFUSE07_NAVY?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
28,Printed Viscose Cotton Mens Semi-Casual Kurta,"Wow the crowd during the festive season by donning the Bandeya Printed Viscose Cotton Men's Semi-Casual Kurta. This kurta for men is designed in a sophisticated beige hue and features a printed pattern. The viscose cotton material ensures unmatched comfort, while the regular silhouette lends a smart fit. Wear this kurta with an ethnic jacket and well-fitted pants.", India  Ankle  Category Kurta  Jacquard  Semi Formal  Printed  Regular,https://www.shoppersstop.com/bandeya-printed-viscose-cotton-men-s-semi-casual-kurta/p-S21MEKUFBAJPRIK/colorChange/S21MEKUFBAJPRIK_BEIGE?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
29,Printed Cotton Regular Fit Men's T-Shirt,., India  Half   Regular Neckline Polo  Printed  Cotton  Pack of 1  Casual Wear Collar Regular Collar ,https://www.shoppersstop.com/fratini-printed-cotton-regular-fit-men-s-t-shirt/p-S21831PRPO23CO/colorChange/S21831PRPO23CO_DARK_CORAL?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
30,Solid Cotton Regular Fit Men's Joggers,"This athletic fit jogger from Infuse is a must-have if you are a fitness enthusiast. With a perfect fit with breathable comfort, the pair is equipped with two zipper pockets to keep your essentials. It has drawstrings to adjust to your shape.", Joggers  Casual Wear  Single  Solid  Regular  Full   Knit  India  Cotton Waist Rise Mid Rise,https://www.shoppersstop.com/infuse-solid-cotton-regular-fit-men-s-joggers/p-SS22INFJO04/colorChange/SS22INFJO04_BLACK?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
31,Printed Crepe Regular Fit Men's Casual Shirt,., Shirts  India  Crepe Collar Spread Collar  Half   Regular  Printed  Single  Casual Wear  Neckline Collared,https://www.shoppersstop.com/tistabene-printed-crepe-regular-fit-men-s-casual-shirt/p-A22MSH1924/colorChange/A22MSH1924_MULTI?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
32,Solid Cotton Slim Fit Men's T-Shirt,., India Category T-Shirt  Half   Slim  Neckline Henley  Solid  Cotton  Single  Casual Wear  Mens,https://www.shoppersstop.com/rigo-solid-cotton-slim-fit-men-s-t-shirt/p-A21HT02201114/colorChange/A21HT02201114_MULTI?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
33,Checks Cotton Slim Fit Men's Shirt,"It's time to flaunt your style. You must include this Life full-sleeved collared classic check shirt in your collection. The soft and comfortable cotton material helps your skin to breathe easily, and the design helps you make a great impression.", Woven  Shirts  India  Cotton Collar Regular Collar  Full   Slim  Checks  Single  Casual Wear Neckline Collared,https://www.shoppersstop.com/life-checks-cotton-slim-fit-men-s-shirt/p-A22VISCHKDP01/colorChange/A22VISCHKDP01_RED?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
34,Men's HIGH IQ INHANCE Regular Fit Solid T-Shirt,"- IN-HANCE Wash (Anti-Bacterial, Bio Wicking, Anti-Odour and Smart Wash)- HIGH IQ Antifade Dye- Mandarin Collar- Extreme Comfort",Collar Mandarin Category T-Shirt  Half   Regular Neckline Mandarin  Solid  Cotton  Pack of 1  Casual Wear,https://www.shoppersstop.com/stop-men-s-high-iq-inhance-regular-fit-solid-t-shirt/p-FA0187MANDPOMU/colorChange/FA0187MANDPOMU_MUSTARD?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
35,Printed Polyester Regular Fit Men's Shorts,"Keep things casual with these printed polyester men's shorts from Infuse. Made of 100% polyester with a woven pattern, these shorts are perfect for everyday wear. They are a regular fit with a mid-rise waistline and a light wash for a relaxed look.", India  Shorts  Woven  Regular  Single  100% polyester  Printed Closure Type Elastic and Drawstring  Regular Waist Rise Mid Rise Wash Light Wash  Casual Wear,https://www.shoppersstop.com/infuse-printed-polyester-regular-fit-men-s-shorts/p-SS22INFSS01/colorChange/SS22INFSS01_PINK?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
36,Graphic Cotton Regular Fit Men's T-Shirt,"You can never go wrong picking this regular-fit, trendy, half-sleeved, cotton graphic t-shirt from Infuse in a refreshing color. Complete the look by teaming it with a pair of comfortable trousers.", India  Half   Regular  Graphic  Cotton  Single  Regular  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/infuse-graphic-cotton-regular-fit-men-s-t-shirt/p-A22INMKT1586/colorChange/A22INMKT1586_MAIZE?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
37,Solid Cotton Regular Fit Men's T-Shirts,"Blue, regular fit, cotton t-shirt by Life. This t-shirt has a stone wash, folded sleeves, mandarin collar, button-down detailing at the neckline and button detailing on the pocket as well! It works well with trousers, chinos, and shorts.", India  Half   Regular  Solid  Cotton  Single  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/life-solid-cotton-regular-fit-men-s-t-shirts/p-S23LFDHYPO1159B/colorChange/S23LFDHYPO1159B_STONE_BLUE?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
38,Checks Cotton Lyocell Slim Fit Men's Casual Shirt,., India  Cotton Lyocell Collar Regular Collar Pockets Chest Pocket  Full   Regular  Checks  Pack of 1  Casual Wear,https://www.shoppersstop.com/fratini-checks-cotton-lyocell-slim-fit-men-s-casual-shirt/p-SS2183FSRK16MB/colorChange/SS2183FSRK16MB_MINT?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
39,Graphic Cotton Regular Fit Men's T-Shirt,"Be the trendy urban dude stepping out in this stylish graphic round-neck half-sleeved t-shirt from Infuse. Crafted with soft and breathable cotton fabric, it keeps you super comfortable all day.", India  Half   Regular  Graphic  Cotton  Single  Regular  Casual Wear  T-Shirts  Knit,https://www.shoppersstop.com/infuse-graphic-cotton-regular-fit-men-s-t-shirt/p-A22INFMT1058/colorChange/A22INFMT1058_NAVY?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
40,Mid Wash Cotton Blend Slim Fit Men's Jeans,., India Wash Mid Wash Waist Rise Low Rise  Slim  Cotton Blend Closure Type Zip  Regular  Single  Casual Wear  Solid  Mens  Jeans,https://www.shoppersstop.com/louis-philippe-jeans-mid-wash-cotton-blend-slim-fit-men-s-jeans/p-A22DNCSSPY56392/colorChange/A22DNCSSPY56392_NAVY?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
41,Stripes Cotton Slim Fit Men's Shorts,., India  Short  Pack of 1  Cotton  Stripes  Slim  Casual Wear Collar Regular,https://www.shoppersstop.com/fratini-stripes-cotton-slim-fit-men-s-shorts/p-SS21MFSH08BK/colorChange/SS21MFSH08BK_BLACK?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
42,Mid Wash Cotton Blend Tapered Fit Men's Jeans,Try Life's mid-wash cotton blend tapered fit men's jeans to redefine your off-duty looks and stand out wherever you go. It is made of comfortable fabric that is best for all occasions and seasons., India Wash Mid Wash Waist Rise Mid Rise  Tapered  Cotton Blend Closure Type Button  Regular  Casual Wear  Solid  Jeans,https://www.shoppersstop.com/life-mid-wash-cotton-blend-tapered-fit-men-s-jeans/p-AW22COLT/colorChange/AW22COLT_TINT?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
43,Solid Cotton Stretch Slim Fit Men's Trousers,"Look presentable and make a great impression with the pair of neat-looking Solid Cotton Stretch Slim  Men's Trousers. Crafted with {sleeves} sleeves and a khaki tone, these trousers for men are a stylish pick. Made from cotton stretch, the pair features a slim silhouette for added appeal. Team them with a snazzy belt, a pair of lace-up formal shoes, and a matching blazer jacket.", India Category Trousers  Cotton Stretch  Solid Pockets 6 Pockets Waist Rise Mid Rise  Slim Closure Type Button  Regular  Pack of 1 Fly Type Zip  Casual Wear  Mens Finish Other,https://www.shoppersstop.com/life-solid-cotton-stretch-slim-fit-men-s-trousers/p-S211834WAYKH/colorChange/S211834WAYKH_KHAKI?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
44,Printed Cotton Regular Fit Men's T-Shirt,., India  Half   Regular  Printed  100% Cotton  Pack of 1  Sports,https://www.shoppersstop.com/infuse-printed-cotton-regular-fit-men-s-t-shirt/p-A21SETTEE022/colorChange/A21SETTEE022_ROSE_GOLD?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
45,Printed Cotton Slim Fit Men's T-Shirt,., India  Half   Slim Neckline Round Neck  Printed  Cotton  Single  Casual Wear  Mens,https://www.shoppersstop.com/pepe-printed-cotton-slim-fit-men-s-t-shirt/p-S22FLYERSSIPBLA/colorChange/S22FLYERSSIPBLA_BLACK?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
46,Printed Rayon Comfort Fit Men's Casual Shirt,., India  100% Rayon  Half   Pack of 1,https://www.shoppersstop.com/infuse-printed-rayon-comfort-fit-men-s-casual-shirt/p-A21INFUSE31/colorChange/A21INFUSE31_NAVY?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
47,Solid Blended Regular Fit Mens Trousers,"Hangup is perhaps one of the most talked-about ethnic wear brands in India and is especially popular among fashion bloggers and influencers. It offers a vast array of ethnic wear clothes to meet the needs of Indian(men, women and kid) from all walks of life. From kurta sets, kurta, sherwani, trousers, shirt, jeans, suit, plazoo, 3 pics kurta sets with duppatta, jacket, blazer, nehru jacket.you can get it all under one brand.Hangup flaunts a dazzling medley of colours, prints, designs and fabrics. Their ethnic collection is definitely worth trying if you wish to make heads turn.", Trousers  India  Blend  Solid Waist Rise Mid Rise  Regular Closure Type Button  Regular  Single  Casual Wear   Woven,https://www.shoppersstop.com/hangup-solid-blended-regular-fit-mens-trousers/p-BLACKTROUSERF1/colorChange/BLACKTROUSERF1_BLACK?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
48,Solid Cotton Blend Slim Fit Men's Casual Trousers,., India  Cotton Blend  Solid Waist Rise Mid Rise  Slim Closure Type Zip  Regular  Single  Casual Wear  Mens  Trousers,https://www.shoppersstop.com/louis-philippe-sports-solid-cotton-blend-slim-fit-men-s-casual-trousers/p-A22TFCSSPA72053/colorChange/A22TFCSSPA72053_BEIGE?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fpage%3D2&totalResultVal=24551&searchPageType=category
